date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
1/21/20,30,US,399090105,21484400,164633380,212952975,19350,120209,140750,154530,729644,344928514,344578064,325896496,92191119,13371560,138692320,192560134,304500,7902421,3680988,2712307,1509126,4669784,2069084,1561894,1038806,103895,121525,126189,168550,344928514,190509183,57.4,190285776,67.1,179727428,69.6,49116130,89.8,164184080,49.5,164054393,57.9,155898391,60.4,43750567,80,13195772,63322317,87580002,85989,13193044,63318620,87456783,85945,13104479,62941258,79767827,84827,2103601,20840709,20768781,37476,3202658,1586247,1131532,484879
1/22/20,30,US,397464625,21484400,164366000,211594875,19350,119720,140177,153901,726672,344071595,343721448,325203395,92109611,13329001,138456874,191983572,302148,7901590,3680788,2712038,1508764,4669148,2068957,1561739,1038452,103637,121223,125921,168401,344071595,189945907,57.2,189722711,66.9,179262400,69.4,49058179,89.7,163868916,49.4,163739324,57.7,155641230,60.3,43713360,79.9,13154242,63240978,87388444,85252,13151521,63237285,87265310,85208,13063918,62862945,79630251,84116,2098086,20827015,20751101,37157,3202409,1586144,1131414,484851
1/23/20,30,US,395974515,21484400,163578340,210892425,19350,119271,139651,153324,723947,343361524,343011635,324626310,92037324,13293282,138257663,191510953,299626,7900576,3680378,2711729,1508469,4668375,2068656,1561527,1038192,103423,120972,125698,168269,343361524,189494180,57.1,189271132,66.8,178887734,69.3,49008552,89.6,163588042,49.3,163458560,57.6,155409480,60.2,43678577,79.9,13119224,63163073,87221306,84439,13116508,63159387,87098267,84398,13029807,62787886,79508457,83329,2093367,20813405,20735008,36797,3202127,1586023,1131314,484790
1/24/20,30,US,395460845,21484400,163359420,210597675,19350,119116,139470,153125,723008,342607540,342257939,324010974,91961439,13257878,138031642,191021446,296574,7899824,3680037,2711404,1508383,4667902,2068457,1561339,1038106,103196,120706,125459,168130,342607540,188996475,56.9,188773621,66.6,178478720,69.1,48958631,89.5,163312474,49.2,163183082,57.6,155178182,60.1,43644066,79.8,13084812,63076602,87067620,83440,13082105,63072922,86944651,83403,12996034,62703693,79396085,82369,2089039,20797868,20720796,36363,3201807,1585855,1131172,484780
1/25/20,30,US,394949575,21484400,163094300,210351525,19350,118962,139290,152927,722074,342212051,341862521,323689576,91930181,13242865,137928681,190744361,296144,7899122,3680011,2711355,1507756,4667320,2068435,1561308,1037577,103077,120567,125335,168073,342212051,188729282,56.8,188506474,66.5,178257094,69,48935121,89.5,163173366,49.1,163044001,57.5,155064118,60,43630715,79.8,13070079,63041487,86978495,83305,13067374,63037809,86855550,83268,12981732,62670091,79330057,82238,2087407,20793348,20713662,36298,3201664,1585844,1131154,484666
1/26/20,30,US,394948975,21484400,163093700,210351525,19350,118962,139289,152927,722073,341818968,341469506,323371522,91901960,13228307,137826515,190468171,295975,7899061,3679992,2711313,1507756,4667280,2068423,1561280,1037577,102959,120428,125212,168021,341818968,188472188,56.8,188249431,66.4,178091486,69,48953751,89.5,163025726,49.1,162896382,57.4,154944372,60,43641817,79.8,13055693,63005829,86880949,83255,13052989,63002154,86758019,83219,12967828,62636159,79258193,82192,2087725,20798894,20718911,36287,3201642,1585837,1131139,484666
1/27/20,29,US,394936815,21484400,163081540,210351525,19350,118958,139285,152922,722050,341039972,340690652,322737469,91821035,13191298,137610667,189943803,294204,7897367,3679100,2710511,1507756,4666324,2067884,1560863,1037577,102724,120154,124966,167873,341039972,187982826,56.6,187760175,66.2,177679626,68.8,48895713,89.4,162725812,49,162596504,57.3,154699914,59.9,43603269,79.7,13019885,62933324,86689915,82688,13017186,62929651,86567014,82652,12933243,62568420,79116604,81647,2083165,20787092,20696955,36056,3200883,1585474,1130743,484666
1/28/20,29,US,393929955,21484400,162657880,209768325,19350,118655,138930,152532,720209,340363922,340014810,322191163,91747077,13158442,137451139,189462460,291881,7895457,3678270,2709915,1507272,4664956,2067343,1560520,1037093,102520,119915,124755,167738,340363922,187579557,56.5,187357034,66.1,177353128,68.7,48855811,89.3,162435276,48.9,162306039,57.2,154461507,59.8,43570031,79.7,12987754,62870544,86495061,81917,12985060,62866872,86372225,81881,12901146,62505714,78973748,80899,2079508,20775578,20679229,35715,3200288,1585173,1130480,484635
1/29/20,29,US,391998625,21484400,162084200,208410675,19350,118073,138249,151785,716678,339763765,339414885,321713678,91682929,13126443,137291239,189056672,289411,7908564,3682833,2712226,1513505,4666182,2067314,1560449,1038419,102340,119704,124570,167621,339763765,187216168,56.4,186993779,65.9,177054610,68.6,48813910,89.2,162174165,48.8,162045023,57.1,154251871,59.7,43538637,79.6,12956474,62805275,86331314,81102,12953783,62801604,86208570,81066,12870611,62443073,78858085,80102,2075402,20764067,20663837,35329,3203983,1586426,1131124,486433
1/30/20,29,US,391248955,21484400,161419580,208325625,19350,117847,137984,151494,715308,339102867,338754213,321186188,91612664,13092976,137121107,188601917,286867,7907929,3682614,2711971,1513344,4665741,2067164,1560310,1038267,102141,119471,124366,167492,339102867,186819440,56.3,186597197,65.8,176729812,68.4,48767745,89.2,161895045,48.8,161765990,57.1,154028105,59.6,43507032,79.5,12924213,62738912,86151619,80301,12921530,62735248,86028946,80266,12839040,62379073,78730666,79326,2071125,20752452,20648478,34976,3203603,1586326,1131004,486273
1/31/20,29,US,390735975,21484400,161087500,208144725,19350,117693,137803,151296,714370,338491374,338142940,320692944,91549724,13060192,136952878,188194066,284238,7906741,3682028,2711446,1513267,4665079,2066824,1560065,1038190,101956,119255,124175,167377,338491374,186474836,56.2,186252728,65.7,176445130,68.3,48728390,89.1,161631676,48.7,161502704,57,153816147,59.6,43476539,79.5,12893975,62670971,85987317,79413,12891298,62667316,85864712,79378,12809598,62313927,78614162,78459,2067078,20741046,20633812,34603,3202983,1586062,1130725,486196
2/1/20,29,US,390174755,21484400,161005980,207674025,10350,117524,137606,151078,713344,338247434,337896636,320526881,91543094,13046033,136915879,188001345,284177,7906227,3681981,2711369,1512877,4664608,2066790,1560018,1037800,101883,119168,124110,167365,338247434,186317651,56.1,186093233,65.6,176325946,68.3,48719268,89.1,161473715,48.6,161344692,56.9,153693698,59.5,43461597,79.5,12877173,62634848,85882436,79258,12874498,62631180,85759791,79223,12793334,62279884,78542170,78309,2065074,20735117,20626859,34546,3202546,1586046,1130694,485806
2/2/20,29,US,390100605,21484400,161006080,207599775,10350,117502,137579,151050,713208,337740358,337389671,320123938,91504132,13026794,136777777,187652680,283107,7905745,3681738,2711130,1512877,4664322,2066639,1559883,1037800,101730,118989,123954,167294,337740358,186038501,56,185814166,65.5,176133782,68.2,48721857,89.1,161232483,48.6,161103492,56.8,153499224,59.4,43458827,79.5,12858219,62570206,85725169,78889,12855548,62566542,85602548,78854,12774720,62216670,78429875,77959,2064911,20734381,20625154,34381,3202345,1585951,1130588,485806
2/3/20,28,US,390100705,21484400,161006180,207599775,10350,117502,137579,151050,713209,337239448,336888963,319727007,91453142,13003099,136648062,187306773,281514,7904474,3681057,2710540,1512877,4663618,2066238,1559580,1037800,101579,118813,123801,167201,337239448,185765452,56,185541238,65.4,175912393,68.1,48692839,89,160994035,48.5,160865110,56.7,153308092,59.4,43432863,79.4,12835160,62511739,85568759,78377,12832491,62508080,85446197,78342,12752107,62160102,78318424,77458,2062298,20725370,20611033,34162,3201743,1585647,1130290,485806
2/4/20,28,US,389359835,21484400,160770660,207094425,10350,117278,137318,150763,711854,336604158,336253920,319216596,91377504,12966602,136483277,186875936,278343,7903603,3680816,2710269,1512518,4662982,2066091,1559450,1037441,101388,118589,123603,167063,336604158,185424899,55.9,185200823,65.3,175632891,68,48651410,88.9,160686378,48.4,160557556,56.6,153058055,59.3,43391520,79.3,12799762,62435576,85373703,77337,12797100,62431919,85251234,77302,12717357,62086313,78177943,76443,2056679,20711925,20589241,33675,3201170,1585543,1130146,485481
2/5/20,28,US,388738495,21484400,160404020,206839725,10350,117091,137099,150522,710718,336054953,335705004,318782310,91319755,12936594,136332425,186509204,276730,7902631,3680556,2710032,1512043,4662244,2065949,1559329,1036966,101223,118395,123435,166957,336054953,185135757,55.8,184911850,65.2,175397072,67.9,48618443,88.9,160408538,48.3,160279833,56.5,152836531,59.2,43360265,79.3,12770526,62360991,85200194,76827,12767870,62357343,85077828,76792,12688706,62013958,78057913,75953,2053082,20699740,20573972,33471,3200456,1585407,1130032,485017
2/6/20,28,US,388295385,21484400,160088260,206712375,10350,116958,136943,150351,709908,335487779,335138050,318329882,91258606,12905099,136180712,186127467,274501,7901712,3680173,2709659,1511880,4661664,2065704,1559134,1036826,101052,118195,123260,166845,335487779,184835149,55.7,184611369,65.1,175151164,67.8,48583705,88.8,160126516,48.2,159997899,56.4,152609322,59.1,43327413,79.2,12739872,62288421,85022114,76109,12737220,62284780,84899825,76074,12658574,61943572,77931913,75263,2049474,20687298,20557479,33162,3199944,1585229,1129848,484867
2/7/20,28,US,387241530,21435300,159562800,206243430,0,116640,136571,149943,707981,334942236,334592838,317898069,91185125,12869516,136001959,185798639,272122,7901183,3679904,2709439,1511840,4661336,2065539,1559011,1036786,100887,118003,123092,166711,334942236,184543821,55.6,184320222,65,174908632,67.7,48540732,88.7,159675163,48.1,159546707,56.3,152217893,58.9,43228470,79,12703445,62113938,84782489,75291,12700804,62110315,84660332,75256,12622643,61772683,77748102,74464,2044786,20642699,20508194,32790,3199686,1585115,1129744,484827
2/8/20,28,US,387006120,21435300,159491640,206079180,0,116569,136488,149851,707551,334600770,334251515,317624458,91159318,12850062,135916829,185562235,271644,7900649,3679817,2709359,1511473,4660866,2065484,1558963,1036419,100785,117883,122986,166664,334600770,184365333,55.5,184141821,64.9,174761866,67.7,48524790,88.7,159499224,48,159370818,56.2,152074366,58.9,43211179,79,12684235,62069089,84670758,75142,12681594,62065469,84548648,75107,12603900,61729457,77666686,74322,2042751,20637157,20498529,32741,3199255,1585083,1129712,484460
2/9/20,28,US,387006120,21435300,159491640,206079180,0,116569,136488,149851,707551,334151648,333802492,317267757,91126565,12825967,135804688,185249718,271275,7899665,3679224,2708968,1511473,4660338,2065147,1558772,1036419,100649,117724,122848,166604,334151648,184132768,55.5,183909341,64.9,174601723,67.6,48531472,88.7,159266536,48,159138155,56.1,151888688,58.8,43216953,79,12660624,62011379,84519509,75024,12657992,62007760,84397414,74989,12580751,61673404,77560321,74211,2042487,20640661,20501106,32698,3198792,1584822,1129510,484460
2/10/20,27,US,386985420,21435300,159491640,206058480,0,116563,136481,149843,707513,333565404,333216453,316797324,91066173,12791315,135643064,184861169,269856,7899099,3678952,2708674,1511473,4659990,2064973,1558598,1036419,100473,117518,122666,166493,333565404,183836917,55.4,183613619,64.8,174355412,67.5,48495778,88.7,158954417,47.9,158826105,56,151637694,58.7,43183434,79,12626645,61927212,84326004,74556,12624022,61923598,84203963,74521,12547319,61591322,77425295,73758,2038250,20627933,20484738,32513,3198526,1584699,1129367,484460
2/11/20,27,US,386058070,21434300,159325340,205298430,0,116284,136154,149484,705818,332966409,332617715,316315865,90997259,12751618,135477905,184469317,267569,7897998,3678498,2708317,1511183,4659240,2064698,1558413,1036129,100292,117307,122480,166367,332966409,183542871,55.3,183319732,64.7,174110191,67.4,48458091,88.6,158629431,47.8,158501218,55.9,151375472,58.6,43143628,78.9,12587850,61840480,84127283,73818,12585237,61836878,84005319,73783,12509162,61506912,77286358,73039,2033250,20613016,20465179,32183,3197862,1584485,1129184,484193
2/12/20,27,US,385495790,21434300,158848740,205212750,0,116115,135955,149267,704790,332345797,331997487,315818647,90923148,12708959,135297225,184073920,265693,7896704,3677940,2707874,1510890,4658392,2064373,1558167,1035852,100105,117088,122287,166232,332345797,183237046,55.2,183014133,64.5,173854123,67.3,48419022,88.5,158287566,47.7,158159506,55.8,151100945,58.5,43099758,78.8,12545907,61742191,83926277,73191,12543300,61738598,83804451,73156,12468023,61411280,77149208,72432,2028111,20594468,20445261,31918,3197088,1584213,1128957,483918
2/13/20,27,US,383068740,21434300,158591860,203042580,0,115383,135099,148327,700352,331651464,331303504,315264021,90848565,12668885,135107053,183611750,263776,7895359,3677247,2707356,1510756,4657493,2063915,1557860,1035718,99896,116843,122072,166096,331651464,182896080,55.1,182673355,64.4,173569221,67.2,48377221,88.4,157908171,47.6,157780266,55.6,150798937,58.4,43057375,78.7,12506719,61641517,83687382,72553,12504126,61637932,83565689,72518,12429579,61313269,76984267,71822,2022947,20578261,20424542,31624,3196477,1583954,1128739,483784
2/14/20,27,US,383068840,21434300,158591960,203042580,0,115384,135099,148327,700352,331214347,330866577,314899259,90797032,12646604,134973241,183331181,263321,7894870,3677176,2707288,1510406,4657080,2063884,1557828,1035368,99764,116689,121931,166001,331214347,182714064,55,182491459,64.4,173415466,67.1,48356201,88.4,157636088,47.5,157508254,55.5,150566265,58.3,43018851,78.6,12484940,61555080,83523641,72427,12482349,61551498,83402015,72392,12408288,61229103,76857178,71697,2020271,20561136,20405876,31568,3196038,1583903,1128701,483434
2/15/20,27,US,383068740,21434300,158591860,203042580,0,115383,135099,148327,700352,330994939,330647221,314714998,90778835,12634929,134907445,183189391,263174,7894851,3677168,2707277,1510406,4657069,2063879,1557822,1035368,99698,116612,121860,165968,330994939,182607097,55,182384523,64.3,173357018,67.1,48375131,88.4,157524223,47.4,157396412,55.5,150472116,58.3,43040720,78.7,12473680,61518257,83459896,72390,12471092,61514678,83338286,72355,12397182,61192977,76810294,71662,2021814,20569570,20417781,31556,3196029,1583899,1128696,483434
2/16/20,27,US,383068740,21434300,158591860,203042580,0,115383,135099,148327,700352,330604253,330256669,314401133,90745027,12617454,134803711,182920075,263013,7894817,3677154,2707257,1510406,4657048,2063871,1557809,1035368,99581,116474,121738,165906,330604253,182412776,54.9,182190288,64.3,173194895,67.1,48356070,88.4,157323738,47.4,157195977,55.4,150312726,58.2,43021465,78.7,12456431,61465054,83329915,72338,12453843,61461478,83208352,72303,12380315,61141224,76719576,71611,2019815,20562906,20407204,31540,3196008,1583887,1128687,483434
2/17/20,26,US,383067560,21434300,158590680,203042580,0,115383,135099,148326,700350,329970551,329623395,313889477,90685157,12581723,134627563,182499540,261725,7893384,3676400,2706578,1510406,4656082,2063331,1557383,1035368,99390,116250,121540,165797,329970551,182109860,54.9,181887598,64.1,172941345,67,48322228,88.3,156982549,47.3,156854966,55.3,150038726,58.1,42987914,78.6,12421468,61371333,83117819,71929,12418891,61367767,82996414,71894,12345874,61049654,76571987,71210,2015959,20549891,20390701,31363,3195477,1583625,1128418,483434
2/18/20,26,US,382636520,21434300,158201760,203000460,0,115253,134947,148160,699562,328809470,328464390,312895142,90517400,12510528,134263339,181776100,259503,7892995,3676391,2706556,1510048,4655709,2063327,1557371,1035011,99040,115842,121155,165490,328809470,181650678,54.7,181429637,64,172549399,66.8,48259211,88.2,156255896,47.1,156129152,55.1,149404857,57.9,42889958,78.4,12352133,61148426,82684230,71107,12349570,61144871,82563639,71072,12277265,60829716,76227460,70415,2008345,20507648,20342909,31057,3195147,1583620,1128408,483119
2/19/20,26,US,382283990,21434300,157850400,202999290,0,115147,134823,148023,698918,328152304,327812939,312381286,90446727,12470439,134076668,181347436,257761,7891385,3675717,2706016,1509652,4654627,2062940,1557071,1034616,98842,115612,120956,165361,328152304,181339416,54.6,181121140,63.9,172295929,66.7,48223331,88.2,155884601,47,155760768,54.9,149112608,57.7,42846087,78.3,12312842,61042278,82458993,70488,12310285,61038727,82341303,70453,12238770,60726540,76077487,69811,2003745,20488813,20322754,30775,3194111,1583259,1128119,482733
2/20/20,26,US,381949830,21434300,157516240,202999290,0,115046,134705,147894,698307,326521526,326189768,310992859,90123867,12405746,133514868,180344997,255915,7890649,3675403,2705797,1509449,4654111,2062746,1556952,1034413,98351,115040,120419,164771,326521526,180674739,54.4,180460119,63.6,171722777,66.5,48074073,87.9,154884686,46.7,154764916,54.6,148256556,57.4,42661789,78,12249934,60711303,81853628,69821,12247570,60707770,81739789,69787,12176835,60398500,75612046,69175,1994208,20391319,20245766,30496,3193689,1583117,1128013,482559
2/21/20,26,US,381831830,21434300,157398240,202999290,0,115011,134663,147848,698091,325152847,324826108,309829208,89926876,12322817,133089082,179486976,253972,7889603,3674906,2705422,1509275,4653241,2062345,1556657,1034239,97939,114559,119968,164410,325152847,179940202,54.2,179728133,63.4,171083955,66.2,47966402,87.7,154199664,46.4,154082338,54.3,147673851,57.2,42560086,77.8,12167937,60519294,81443204,69229,12165584,60515768,81331791,69195,12095600,60209396,75300254,68601,1982989,20333870,20213001,30226,3193328,1583016,1127927,482385
2/22/20,26,US,381282720,21434300,157278520,202569900,0,114846,134470,147635,697087,324414371,324090043,309242106,89868481,12291007,132904311,178965469,253584,7889050,3674886,2705377,1508787,4652712,2062331,1556629,1033752,97716,114299,119741,164304,324414371,179615165,54.1,179404316,63.3,170813590,66.1,47936213,87.6,153776118,46.3,153659988,54.2,147334576,57,42520143,77.7,12136740,60418193,81152086,69099,12134394,60414670,81041859,69065,12065499,60112986,75087611,68479,1979879,20320149,20189943,30172,3192808,1583007,1127903,481898
2/23/20,26,US,381282720,21434300,157278520,202569900,0,114846,134470,147635,697087,323327328,323008087,308319130,89777774,12256008,132647393,178171003,252924,7888986,3674859,2705340,1508787,4652679,2062315,1556612,1033752,97389,113917,119383,164138,323327328,179261269,54,179052568,63.1,170546116,66,47937782,87.6,153028665,46.1,152915464,53.9,146691387,56.8,42504448,77.7,12102160,60249328,80608289,68888,12099815,60245806,80500989,68854,12031459,59946390,74645271,68268,1980606,20323124,20170657,30059,3192769,1582988,1127883,481898
2/24/20,25,US,381276030,21434300,157277680,202564050,0,114843,134467,147633,697075,322123103,321809727,307287022,89653446,12213560,132335894,177321630,252019,7887335,3673994,2704554,1508787,4651736,2061830,1556154,1033752,97026,113495,118984,163911,322123103,178873816,53.9,178667949,63,170216551,65.9,47886263,87.5,152184243,45.8,152074068,53.6,145953390,56.5,42411274,77.5,12060637,60033820,80021189,68597,12058296,60030308,79916898,68566,11990885,59735056,74159456,67992,1974697,20295394,20111250,29931,3192019,1582584,1127537,481898
2/25/20,25,US,380222670,21434300,156790600,201997770,0,114526,134096,147225,695149,321199379,320892239,306549255,89562216,12169305,132058604,176721071,250399,7885754,3673476,2703988,1508290,4650648,2061510,1555882,1033256,96748,113171,118698,163744,321199379,178491147,53.8,178288020,62.9,169898463,65.8,47841910,87.5,151615554,45.7,151508857,53.4,145498715,56.3,42351030,77.4,12017294,59859140,79671066,68054,12014963,59855641,79570229,68024,11948386,59564993,73917874,67461,1969113,20268807,20083435,29674,3191050,1582338,1127225,481487
2/26/20,25,US,379248700,21434300,156533840,201280560,0,114233,133752,146848,693368,320687205,320385827,306202756,89544086,12139564,132013506,176285416,248719,7884473,3673028,2703596,1507849,4649684,2061210,1555659,1032815,96594,112993,118564,163711,320687205,178331677,53.7,178131295,62.8,169795002,65.7,47840501,87.5,151252034,45.6,151148382,53.3,145236522,56.2,42321846,77.4,11988965,59806676,79388887,67506,11986670,59803189,79291047,67476,11920992,59515888,73732701,66941,1966207,20265497,20060717,29424,3190293,1582138,1127039,481116
2/27/20,25,US,378882200,21434300,156230520,201217380,0,114122,133623,146706,692698,319872053,319576078,305557466,89456841,12090161,131761409,175773690,246793,7882491,3672113,2702785,1507593,4648364,2060621,1555184,1032559,96348,112707,118314,163551,319872053,177948892,53.6,177751325,62.7,169482968,65.6,47798400,87.4,150787303,45.4,150686259,53.1,144863642,56.1,42265434,77.3,11940541,59655410,79124464,66888,11938282,59651937,79029181,66858,11873485,59368213,73555603,66341,1960246,20239887,20036169,29131,3189269,1581716,1126680,480873
2/28/20,25,US,379446660,21434300,156977500,201034860,0,114292,133822,146924,693730,319223844,318932624,305041337,89385118,12047571,131557233,175373929,245111,7880605,3671160,2701934,1507511,4647223,2060007,1554739,1032477,96153,112480,118114,163420,319223844,177635067,53.5,177440036,62.6,169225128,65.5,47761550,87.3,150424675,45.3,150325847,53,144571644,56,42223409,77.2,11898988,59532015,78927363,66309,11896763,59528553,78834252,66279,11832659,59247683,73425523,65778,1955526,20218717,20020295,28871,3188302,1581269,1126242,480791
2/29/20,25,US,379003410,21434300,156884080,200685030,0,114159,133666,146753,692920,318576441,318288050,304534915,89339481,12015721,131372107,174943983,244630,7880122,3671107,2701871,1507144,4646811,2059982,1554719,1032110,95958,112253,117918,163336,318576441,177342954,53.4,177149232,62.5,168987341,65.4,47736421,87.3,150046006,45.2,149948700,52.9,144273772,55.9,42190601,77.1,11867670,59417574,78694629,66133,11865466,59414119,78603012,66103,11802008,59135898,73270257,65609,1952180,20203540,20006076,28806,3187866,1581243,1126199,480424
3/1/20,25,US,379003410,21434300,156884080,200685030,0,114159,133666,146753,692920,317966408,317683252,304073783,89301046,11986595,131213452,174521867,244494,7874057,3665088,2701825,1507144,4643523,2056710,1554703,1032110,95774,112039,117739,163266,317966408,177088290,53.3,176896779,62.4,168828572,65.4,47758640,87.3,149667646,45.1,149573353,52.8,143987964,55.8,42226059,77.2,11839763,59316993,78444802,66088,11837561,59313543,78356190,66058,11774739,59038024,73109633,65566,1954568,20218624,20024076,28790,3185034,1578441,1126169,480424
3/2/20,24,US,379003410,21434300,156884080,200685030,0,114159,133666,146753,692920,317117797,316841233,303425538,89227027,11931392,130974892,173968342,243171,7873484,3664761,2701579,1507144,4643190,2056515,1554565,1032110,95519,111743,117488,163131,317117797,176737141,53.2,176548357,62.3,168541769,65.3,47723797,87.3,149125164,44.9,149034755,52.6,143573099,55.6,42172878,77.1,11785258,59166474,78107810,65622,11783085,59163033,78023045,65592,11721317,58891626,72895044,65112,1948653,20197691,19997967,28566,3184771,1578299,1126048,480424
3/3/20,24,US,377935390,21434300,156637400,199863690,0,113837,133289,146339,690967,316048776,315780074,302611304,89131677,11871036,130656013,173280164,241563,7871635,3664084,2700965,1506586,4641901,2056113,1554235,1031553,95197,111368,117173,162957,316048776,176290249,53.1,176104880,62.1,168182063,65.1,47679324,87.2,148459003,44.7,148373055,52.3,143066500,55.4,42109742,77,11725891,58962325,77705677,65110,11723746,58958901,77625327,65081,11662927,58691973,72646976,64622,1941650,20167012,19972750,28330,3183539,1577953,1125719,479867
3/4/20,24,US,377215060,21434300,156374540,199406220,0,113620,133035,146060,689650,314969386,314708875,301788497,89024551,11812739,130359975,172556760,239912,7869894,3663464,2700282,1506148,4640794,2055785,1553894,1031115,94871,110990,116855,162761,314969386,175867860,53,175685847,62,167840310,65,47631953,87.1,147758585,44.5,147677484,52.1,142531136,55.2,42033140,76.8,11668573,58771293,77254175,64544,11666457,58767882,77178629,64515,11606907,58506283,72353866,64079,1934570,20137884,19932615,28070,3182417,1577623,1125365,479429
3/5/20,24,US,375186675,21396900,154675860,199113915,0,113009,132320,145275,685942,312915170,312665763,300212648,88826401,11714877,129788011,171175575,236707,7866449,3661638,2699054,1505757,4638655,2054685,1553245,1030725,94253,110270,116244,162398,312915170,175053401,52.7,174875653,61.7,167179157,64.7,47546468,86.9,146456124,44.1,146381884,51.6,141542797,54.8,41905327,76.6,11572418,58403082,76417198,63426,11570342,58399688,76348457,63397,11512066,58143572,71824163,62995,1923684,20084291,19869828,27524,3180456,1576678,1124712,479066
3/6/20,24,US,374865165,21396900,154554420,198913845,0,112912,132206,145150,685354,311886674,311647363,299450947,88740230,11666437,129501089,170482950,236198,7866376,3661625,2698994,1505757,4638637,2054682,1553230,1030725,93943,109911,115949,162241,311886674,174674144,52.6,174499637,61.5,166867018,64.6,47504467,86.9,145768367,43.9,145700973,51.4,141041326,54.6,41836490,76.5,11525093,58219262,75960762,63250,11523023,58215889,75898841,63221,11466235,57967069,71545187,62834,1917435,20058305,19833289,27460,3180407,1576669,1124672,479066
3/7/20,24,US,374398105,21396900,154405600,198595605,0,112772,132041,144970,684500,310645827,310416079,298580061,88658961,11606202,129191765,169612045,235815,7864363,3660898,2698216,1505249,4637263,2054189,1552856,1030218,93569,109477,115612,162092,310645827,174234573,52.5,174062937,61.4,166515510,64.5,47465917,86.8,144919339,43.7,144858578,51.1,140457960,54.4,41770289,76.4,11465768,58015983,75374466,63122,11463740,58012623,75319121,63093,11408375,57770330,71216546,62710,1911577,20033994,19797308,27409,3179137,1576332,1124246,478559
3/8/20,24,US,374398105,21396900,154405600,198595605,0,112772,132041,144970,684500,309322545,309100217,297518994,88505966,11517956,128785935,168784549,234105,7863667,3660608,2697810,1505249,4912538,2148153,1621874,1142511,93171,109012,115201,161813,309322545,173840483,52.4,173671568,61.2,166241446,64.4,47472536,86.8,143921222,43.4,143865227,50.7,139643429,54.1,41699501,76.2,11378793,57698841,74781014,62574,11376842,57695496,74730343,62545,11322149,57456163,70802946,62170,1907944,19990142,19774271,27144,2907602,1484020,1056226,367356
3/9/20,23,US,374397205,21396900,154404700,198595605,0,112772,132041,144969,684498,308112728,307898802,296629504,88403475,11457011,128444425,167978845,232447,7861513,3659637,2697062,1504814,4911045,2147519,1621451,1142075,92806,108589,114857,161625,308112728,173391711,52.2,173225786,61.1,165887736,64.2,47429468,86.7,143119077,43.1,143068482,50.5,139059547,53.8,41626751,76.1,11319085,57481537,74256421,62034,11317139,57478197,74211141,62005,11263196,57242516,70492192,61642,1900470,19959803,19739594,26883,2906420,1483603,1055894,366923
3/10/20,23,US,373413945,21396800,154245220,197771925,0,112475,131694,144588,682701,306509795,306306878,295434666,88266845,11383522,127990366,166905188,230719,7859272,3658642,2696134,1504496,4909647,2146922,1620967,1141758,92323,108027,114394,161375,306509795,172758350,52,172596681,60.9,165387602,64,47364633,86.6,142095530,42.8,142051707,50.1,138298903,53.6,41525312,75.9,11246809,57194116,73593112,61493,11244899,57190798,73554545,61465,11192270,56961621,70083889,61123,1891287,19917017,19690393,26614,2905042,1483091,1055334,366617
